title,url,scraped_at
Larger and more instructable language models become less reliable,https://pmc.ncbi.nlm.nih.gov/articles/PMC11446866/,2026-04-08 12:16:42.563749
Anthropic's Project Glasswing sounds necessary to me,https://simonwillison.net/2026/Apr/7/project-glasswing/,2026-04-08 12:16:42.563749
More likely than not you're using bubble wrap wrong,https://bookofjoe2.blogspot.com/2026/03/imore-likely-than-not-youre-using.html,2026-04-08 12:16:42.563749
Show HN: AdaShape-3D modeler for intuitive 3D printing parts / Windows 11,https://adashape.com,2026-04-08 12:16:42.563749
Show HN: A game where you build a GPU,https://jaso1024.com/mvidia/,2026-04-08 12:16:42.563749
Sky – an Elm-inspired language that compiles to Go,https://github.com/anzellai/sky,2026-04-08 12:16:42.563749
Show HN: A social feed with no algo where communities decide what gets seen,https://veridonia.com,2026-04-08 12:16:42.563749
Computational Physics (2nd Edition) (2025),https://websites.umich.edu/~mejn/cp2/,2026-04-08 12:16:42.563749
Nanocode: The best Claude Code that $200 can buy in pure JAX on TPUs,https://github.com/salmanmohammadi/nanocode/discussions/1,2026-04-08 12:16:42.563749
Apple Is Reportedly Facing a 'Massive Dilemma' with the MacBook Neo,https://www.macrumors.com/2026/04/07/macbook-neo-massive-dilemma/,2026-04-08 12:16:42.563749
Show HN: I made a YouTube search form with advanced filters,https://playlists.at/youtube/search/,2026-04-08 12:16:42.563749
Naftiko Open-Source Spec-Driven Integration,https://github.com/naftiko/framework/,2026-04-08 12:16:42.563749
Artemis II crew see first glimpse of far side of Moon [video],https://www.bbc.com/news/videos/ce3d5gkd2geo,2026-04-08 12:16:42.563749
My university uses prompt injection to catch cheaters,https://varun.ch/til/prompt-injection-catch-cheaters/,2026-04-08 12:16:42.563749
Friendica – A Decentralized Social Network,https://friendi.ca/,2026-04-08 12:16:42.563749
A DNA Archive Built to Identify Missing Migrants Has Vanished,https://undark.org/2026/04/07/missing-migrants-dna-database/,2026-04-08 12:16:42.563749
LÖVE: 2D Game Framework for Lua,https://github.com/love2d/love,2026-04-08 12:16:42.563749
Show HN: The King James Bible deserved a better website,https://officialkingjamesbible.com/,2026-04-08 12:16:42.563749
An open-source 240-antenna array to bounce signals off the Moon,https://moonrf.com/,2026-04-08 12:16:42.563749
Employers use your personal data to figure out the lowest salary you'll accept,https://www.marketwatch.com/story/employers-are-using-your-personal-data-to-figure-out-the-lowest-salary-youll-accept-c2b968fb,2026-04-08 12:16:42.563749
Ask HN: How do you handle marketing as a solo technical founder?,,2026-04-08 12:16:42.563749
Iran threatens OpenAI's Stargate data center in Abu Dhabi,https://www.theverge.com/ai-artificial-intelligence/907427/iran-openai-stargate-datacenter-uae-abu-dhabi-threat,2026-04-08 12:16:42.563749
Show HN: Weird Clocks,https://clocks.specr.net,2026-04-08 12:16:42.563749
Running Gemma 4 locally with LM Studio's new headless CLI and Claude Code,https://ai.georgeliu.com/p/running-google-gemma-4-locally-with,2026-04-08 12:16:42.563749
"Show HN: Modo – I built an open-source alternative to Kiro, Cursor, and Windsurf",https://github.com/mohshomis/modo,2026-04-08 12:16:42.563749
Hybrid Attention,,2026-04-08 12:16:42.563749
Apple approves driver that lets Nvidia eGPUs work with Arm Macs,https://twitter.com/__tinygrad__/status/2039213719155310736,2026-04-08 12:16:42.563749
"MemPalace, the highest-scoring AI memory system ever benchmarked",https://github.com/milla-jovovich/mempalace,2026-04-08 12:16:42.563749
I won't download your app. The web version is a-ok,https://www.0xsid.com/blog/wont-download-your-app,2026-04-08 12:16:42.563749
"Iranian hackers launching disruptive attacks at U.S. energy, water targets [pdf]",https://www.cisa.gov/sites/default/files/2026-04/AA26-097A-Iranian-Affiliated-Cyber-Actors-Exploit-Programmable-Logic-Controllers-Across-US-Critical-Infrastructure_508c.pdf,2026-04-08 12:16:42.563749
Case study: recovery of a corrupted 12 TB multi-device pool,https://github.com/kdave/btrfs-progs/issues/1107,2026-04-08 12:16:42.563749
Peeking at the Earth,https://images.nasa.gov/details/art002e009286,2026-04-08 12:16:42.563749
The threat is comfortable drift toward not understanding what you're doing,https://ergosphere.blog/posts/the-machines-are-fine/,2026-04-08 12:16:42.563749
Tell HN: Anthropic no longer allowing Claude Code subscriptions to use OpenClaw,,2026-04-08 12:16:42.563749
German implementation of eIDAS will require an Apple/Google account to function,https://bmi.usercontent.opencode.de/eudi-wallet/wallet-development-documentation-public/latest/architecture-concept/06-mobile-devices/02-mdvm/,2026-04-08 12:16:42.563749
"Graph-go – zero config, full visibility",https://github.com/guilherme-grimm/graph-go,2026-04-08 12:16:42.563749
Linux kernel maintainers are following through on removing Intel 486 support,https://arstechnica.com/gadgets/2026/04/linux-kernel-maintainers-are-following-through-on-removing-intel-486-support/,2026-04-08 12:16:42.563749
Record wind and solar saved UK from gas imports worth £1B in March 2026,https://www.carbonbrief.org/analysis-record-wind-and-solar-saved-uk-from-gas-imports-worth-1bn-in-march-2026/,2026-04-08 12:16:42.563749
Aegis – open-source FPGA silicon,https://github.com/MidstallSoftware/aegis,2026-04-08 12:16:42.563749
US labor force participation continues to slide,https://restaurant.org/research-and-media/research/restaurant-economic-insights/analysis-commentary/potential-workers-on-the-sidelines-labor-force-participation-continues-to-slide/,2026-04-08 12:16:42.563749
Artemis II crew take “spectacular” image of Earth,https://www.bbc.com/news/articles/ce8jzr423p9o,2026-04-08 12:16:42.563749
OpenJDK: Panama,https://openjdk.org/projects/panama/,2026-04-08 12:16:42.563749
40 Years Later: Is Milk Still Radioactive?,https://www.birdsoutsidemywindow.org/2026/04/06/40-years-later-is-the-milk-still-radioactive/,2026-04-08 12:16:42.563749
A macOS bug that causes TCP networking to stop working after 49.7 days,https://photon.codes/blog/we-found-a-ticking-time-bomb-in-macos-tcp-networking,2026-04-08 12:16:42.563749
Reducto releases Deep Extract,https://reducto.ai/blog/reducto-deep-extract-agent,2026-04-08 12:16:42.563749
Some iPhone Apps Receive Mysterious Update 'From Apple',https://www.macrumors.com/2026/04/06/iphone-apps-from-apple-update/,2026-04-08 12:16:42.563749
The Hacker News Tarpit,https://www.joanwestenberg.com/the-hacker-news-tarpit/,2026-04-08 12:16:42.563749
